Tweet,GT Target,GT Stance,Mapped Target
"Congressman #Vicente #Gonzalez, a Texas Democrat who endorsed Julin #Castro for president back in March, is rescinding that support and publicly backing #Joe #Biden. #Gonzalez made the announcement to CNNs Jake Tapper this mo ... #Election2020",Joe Biden,FAVOR,Donald Trump
#JoeBiden just another looney left #democrat needing assistant living care NOT an office in our federal government Its not even numerous anymore between him and #Pelosi,Joe Biden,AGAINST,Joe Biden
He also recently put a medal on W's neck. Biden is toast.,Joe Biden,AGAINST,Joe Biden
"What Joe means by ""allies"" is the terrorist organization he helped fund.",Joe Biden,AGAINST,Bernie Sanders
#Ukraine Mystery: @AdamSchiff Staffer Made August Visit for Think Tank Backed by #HunterBiden's Old Employer,Joe Biden,AGAINST,Joe Biden
"The real story about the #UkraineProsecutor. #Biden was aligned with our state department, #EU &amp; #IMF. Prosecutor was not investigating #HunterBiden's firm. The issue was that he was not investigating anyone.",Joe Biden,FAVOR,Joe Biden
The self-proclaimed #PoliticalProstitute #JoeBiden is making a few coins with big oil and war industry.,Joe Biden,AGAINST,Bernie Sanders
"I love Joe and will vote for him. But in the back of my mind there's a little voice saying.....""be careful"". #JoeBiden",Joe Biden,FAVOR,Bernie Sanders
"#Update: #Bloomberg suspends presidential campaign, endorses #Biden. The billionaire has spent over 500 million USD on advertising after a late entry into the presidential race",Joe Biden,FAVOR,Bernie Sanders
"Joe, please pick Elizabeth Warren! With Warren you will create an unstoppable Blue Wave that could transform America. Warren strengthens your ticket by attracting progressives without alienating moderates. She is an unqualified win-win for your campaign and the country. #Dems",Joe Biden,FAVOR,Bernie Sanders
Biden has a whole 80 people show up today for the rally in Iowa. Its possible they were bussed in by Soros. Biden is history. @JoeBiden The picture below was taken one hour before the event.,Joe Biden,AGAINST,Bernie Sanders
"Lightning round #2 from Amy Gutmann if you could dine with 3 ppl throughout history, who? Muhammad, Jesus Christ, and Leonardo da Vinci @JoeBiden @penn",Joe Biden,FAVOR,Unrelated
Enjoyed a wonderful visit from @JoeBiden yesterday. Such good family friends. Enjoyed catching up!,Joe Biden,FAVOR,Joe Biden
"And the reality is that #JoeBiden is part of a school of thought and practice that will never solve the problem of climate change. He will, at best, take a limited incremental approach that will assure global self-destruction. That makes him a threat to our survival.",Joe Biden,AGAINST,Bernie Sanders
"Really, @JoeBiden should pick #KamalaHarrisForVP namely b/c she endorsed him long before Warren did and it would do a lot to prove to blacks that #JoeBiden really does remember that blacks saved his election bid; #AsianAmericans and other PoC also benefit.",Joe Biden,FAVOR,Bernie Sanders
isn't it bad enough being an adult that little children are thrown into it with no say what so ever #RememberInNovember #NotMyPresident #WeThePeople #America #resist #VOTE #DAV #VFW #UnionStrong #Dems #JoeBiden #VoteBiden2020 @JoeBiden #MAGAts,Joe Biden,FAVOR,Joe Biden
Biden: I know who the good guys are and I know who the bad guys are. #DemocraticDebate,Joe Biden,FAVOR,Joe Biden
"WHY did Schiff demand during the impeachment investigation that #Biden NOT be discussed? Because, #Democrat Adam #Schiff is linked to both US corporations named in the $7.4 BILLION corruption case. -BOTH-",Joe Biden,AGAINST,Joe Biden
"As @POTUS and the @GOP start laying out their budget that will harm most Americans, remember something @JoeBiden said, Show me your budget, and I'll tell you what you value.",Joe Biden,FAVOR,Joe Biden
The ole pervert and gaffer .@JoeBiden wants to destroy the 1st Amendment.,Joe Biden,AGAINST,Joe Biden
What 74 former #Biden staffers think about Tara Reades allegations | PBS NewsHour As a victim of #SexualAssault I can tell you details 45 years later. #TaraReade cant. #IBelieveJoe,Joe Biden,FAVOR,Joe Biden
I have a recently discovered repressed memory of @SenWarren groping me in her wigwam sometime during 1988 and trying to scalp me when I attempted to escape. @JoeBiden was there and so was @NancyPelosi.,Joe Biden,AGAINST,Joe Biden
"#JoeBiden fumbling the first snap, then picking it up, and throwing an interception. That opening statement was atrocious, nearly unintelligible. #DemDebate",Joe Biden,AGAINST,Joe Biden
#JoeBiden again cant remember where he was and wasnt even in times of national mourning,Joe Biden,AGAINST,Joe Biden
The NRA is an equal opportunity donor even to Joe Plugs HANZY Biden!,Joe Biden,AGAINST,Bernie Sanders
@JoeBiden give me a scientist that believes on way and I will give you one that believes another. Both are educated and both believe what they sell. So do you believe in the scientist on the government payroll or one that has to earn his or her money? Maybe there is an agenda?,Joe Biden,AGAINST,Bernie Sanders
#Biden I guess as the saying goes that its damned if you do and damned if you dont . At least thats how the media seem to think.,Joe Biden,FAVOR,Bernie Sanders
"Spending time at swanky fundraisers listening to donors who write the biggest checks? Individuals may contribute ONLY $2800 in 2019 & $2800 in 2020 for a Federal candidate. I've given that amount to @JoeBiden and I'm not all that swanky, Elizabeth. Thanks for the put-down.",Joe Biden,FAVOR,Bernie Sanders
"Hey Quid Pro Joe, whats up with Dale Earnhardt #3 tribute on your pic. Courting that NASCAR crowd a big idea now?",Joe Biden,AGAINST,Joe Biden
"Yes. And Iowans also can't afford another 4 years of Governor Kim Reynolds. I hope, this doesn't demolish Fred Hubbell's chances to become their next governor. Although Biden isn't Hillary, so it won't be that bad for him.",Joe Biden,FAVOR,Bernie Sanders
Not sure how badly Reagan was really affect by #Alzheimer's in #Presidency &amp; how much is the liars (who are hired to lie) making up a lies to protect him &amp; them from #IranContra prosecution Anyway #Biden is probably suffering onset of early senility,Joe Biden,AGAINST,Joe Biden
"@JoeBidens refusal to cave to the mob shaming him for giving a speech for a Republican is exactly why I love the guy, politics aside.",Joe Biden,FAVOR,Bernie Sanders
"Getting out the #millennialvote for the primary is even more important for Black progressives. Polls show Biden leading among Black voters w/ double digits above all other Democratic primary candidates. Among Black millennials, that lead completely disappears.",Joe Biden,FAVOR,Bernie Sanders
Do they sell Biden & Pelosi Bobble Heads? I want them.,Joe Biden,FAVOR,Joe Biden
#AdamSchiff needs to be investigated and of course the job of any leader is to make sure we are not doign corruption like #JoeBiden did...more than once.,Joe Biden,AGAINST,Joe Biden
"I dont know who she is, but I'm with Joe!",Joe Biden,FAVOR,Bernie Sanders
When the best @JoeBiden and @BarackObama meme isn't really a meme! lmao,Joe Biden,FAVOR,Joe Biden
2. All it will take is some right winger sending out an email blast saying that Joe Biden is secretly plotting with the U.N. to put Christians in death camps and suddenly the grandma that resents being told to die for the economy will walk through flames to vote #GOP #politics,Joe Biden,FAVOR,Donald Trump
The fact that Mike Pence won't advertise for a fund that goes directly to helping black citizens and DOES NOT in anyway go to #VoteBlue tells you everything you need to know about why we are in this mess. #BlackLivesMatter #Biden2020Landslide #JuneteenthDay,Joe Biden,FAVOR,Donald Trump
"Aided by the corporate Democrats that people continue to worship, such as @SpeakerPelosi, @BarackObama, @JoeBiden, and of course the entire Republican party.",Joe Biden,FAVOR,Joe Biden
"You literally told a voter last week that he was full of sh!t and then told him I dont work for you. But please, preach to us more about the soul of this nation when you sold us out to #China. #SleepyJoe.",Joe Biden,AGAINST,Bernie Sanders
"When my granddaughters greet me, I give them a kiss on the forehead! Did Ms. Flores actually experience #JoeBiden inhaling the scent of her hair, or was that the sound of her sighing because she was kissed by a powerful White man taking advantage of her by kissing her hair?",Joe Biden,AGAINST,Joe Biden
"Some Dem said it was OK for Biden to do this if it shows how great our military is, but I say if you're telling a story that YOU WERE IN, you should get it basically correct.",Joe Biden,AGAINST,school uniforms
"If media could (would?) only Google AND report. ""he (Biden) called busing an ""asinine CONCEPT."" ""Who the hell do we think we are that the only way a black man or woman can learn is if they rub shoulders W/my white child."" #TruthIsCritical #ThePeopleForKamala #Election2020 #TPFKH",Joe Biden,AGAINST,Joe Biden
I'm waiting for some woman to turn around and knee Scratch n Sniff #joebiden one day. It needs to be done. I volunteer to do it on camera. Then I can go all #ChristineFord on his sorry ass. Only this will be for real.,Joe Biden,AGAINST,Donald Trump
"Find 30 minutes and watch @JoeBiden eulogy of Senator McCain. Its worth the time. Well done, Mr Vice-President.",Joe Biden,FAVOR,Joe Biden
"Dems have Natural Defiance Syndrome because they actually believe Biden is still a viable candidate, it's okay for men to use the ladies room,Nancy Pelosi is a good speaker, The Constitution is a ""living document"", Hillary put America first, and Cuomo is honest. #DemsHateUSA",Joe Biden,AGAINST,Joe Biden
"@ClarkBel Get dirt, @AdamSchiff? How about Get Truth. How inconvenient the corruptness was apparently committed by a former Dem Vice President. You seem totally against investigating #Biden &amp; his son who may have compromised the honesty of relations between the USA &amp; Ukraine",Joe Biden,AGAINST,Joe Biden
"It was a fierce debate tonight! Fun! Wow! @JoeBiden not just held his own but he won! Also, @JulianCastro @TulsiGabbard @SenGillibrand &amp; @CoryBooker had a good night! #DemDebate just wrapped up Looking forward to the next #DemocraticDebate in September #Election2020",Joe Biden,FAVOR,Bernie Sanders
"Not enough info to vote and my choice isnt there. Possibly legal, probably not ethical, needs investigation If it was so they could enlist the help of #JoeBiden with the investigation (he got prosecutor fired) #BurismaBiden then also possibly just illegal. If not, then #3",Joe Biden,AGAINST,Joe Biden
"Regarding the hand raising @t/ #DemocraticDebate, I suspect that #Biden did not hear the questions, or, else, he wasn't sure he heard them completely. Also, the exercise is soaked, drenched, in social pressure. On t/ question of providing health insurance 4 undocumented",Joe Biden,AGAINST,Bernie Sanders
@BarackObama @JoeBiden hey big head. We miss you come back,Joe Biden,FAVOR,Joe Biden
@JoeBiden nothing like an archived video to come back &amp; bite you huh?,Joe Biden,AGAINST,Joe Biden
"The #Obama era was all about managing #Americas #decline, and, evidently, #Biden wants to take us back to it. #JoeBiden Pledges To Eliminate #BlueCollarJobs For '#GreenEconomy'",Joe Biden,FAVOR,Joe Biden
"In #Biden's US with its 500,000 recharging stations in a fully #Electrical Vehicle future, U take a car trip. Every 300 miles you get to stop for 3-12 hours to recharge! In Biden's US, how long will it take you to drive 1k miles? #FossilFuel is needed to MAKE BATTERIES. #Climate",Joe Biden,AGAINST,Bernie Sanders
"All across the country, women are awakening to fight sexual violence. Join former VP and @ItsOnUs founder @JoeBiden in making #MeToo about #MenToo. #SAAM #MCM #MondayMotivation",Joe Biden,FAVOR,Joe Biden
"Except Joe Biden, unlike DJT, is all bark--and no bite. Joe maybe could ""gum"" China to death.",Joe Biden,AGAINST,Joe Biden
They demand? What will they demand from the news media if #Biden became president? More #FakeNews? Joe Biden's team reportedly sent a letter to top TV news execs demanding they stop booking Rudy Giuliani #Topbuzz,Joe Biden,FAVOR,Donald Trump
"I love Joe Biden, but the adage is Dont wrestle a pig! He should go back to doing good Joe Biden things.",Joe Biden,FAVOR,Joe Biden
"If #JoeBiden becomes the nominee itll be constant defense of his gaffes and misstatements. We need someone who is focused, and energetic! #ElizabethWarren #UniteBlue #TheResistance",Joe Biden,AGAINST,Bernie Sanders
"I'm not sure why these idiots even question @LucyFlores when there are many videos of Biden making women and even children uncomfortable with his creepy touching. No one should get a pass. That woman could be your mother, sister, wife... no excuse!",Joe Biden,AGAINST,Joe Biden
