Tweet,GT Target,GT Stance,Mapped Target,Generated Targets,Best Gen Target
"@joeldietrich @ananavarro @JoyAnnReid Totally incorrect, it is not possible to die FROM something that does not exist. #FakePandemic",face masks,AGAINST,death penalty,"['Pandemic', 'death']",death
"My morning train to London. Still on about 1/4 full and at least 90% wearing masks.

When are people going to wake up and take back their lives? 

#newabnormal #covidhoax",face masks,AGAINST,face masks,"['masking', 'covidhoax', 'crisis informatics', 'crowdsourcing', 'civicidhoj', 'cvidho', 'cscw', 'cvej', 'diy', 'ccidho']",masking
@jkenney @AdrianaLaGrange @CMOH_Alberta I will NOT muzzle my kids! I will not teach them to give in to tyranny and communism as a way of life! I DO NOT CONSENT! #NotMyChild #SayNoToMasks,face masks,AGAINST,face masks,"['masks', 'democracy']",masks
"@SharkyFry @Mrdeeds1111 Then the vulnerable should wear them!

You don't quarantine healthy people!

#NoMasks 
",face masks,AGAINST,gun control,"['vulnerable people', 'health', 'healthcare', 'health-care']",vulnerable people
@GoAngelo The mask is a human construct in response to a deadly virus. The least the mask does is to assist in not spreading the virus,face masks,AGAINST,nuclear energy,"['human-computer interaction', 'human-agent interaction']",human-agent interaction
":rotating_light:Breaking News:rotating_light:

Combined #Covid &amp; #Flu tests coming to a town near you soon! Guaranteed!

Oi #Mask wearing Fcukwits. see what youâre actually supporting? Youâre not saving me by wearing a mask you moron, youâre allowing them to count you &amp; us you FcUkin idiots!",face masks,AGAINST,cloning,"['fcukwits', 'fcu', 'fecu', 'wcuk', 'wai', 'wimax', 'womax', 'covid amp test', 'wagami', 'wwim', 'wlan', 'wil']",fcu
"@WeAreCanProud This goes beyond any logic. So if In 3, 4,5 maybe 6 months there have been no new cases anywhere they still think we should be doing this crap. Wake up people, there is more going on here. If they would only commit to thresholds I would trust them more. #FakePandemic",face masks,AGAINST,nuclear energy,"['policies', 'metrics', 'metrology', 'information security', 'information assurance', 'information disclosure', 'information leakage', 'information flow', 'information sharing', 'information dissemination', 'information integrity', 'information quality', 'information extraction', 'information management']",metrics
@GregAbbott_TX Guess you should have done something to stop the #riots and âprotestsâ. But instead you were part of the problem attending the Floyd funeral. #fakepandemic #opentexas,face masks,AGAINST,gun control,"['opentexas', 'disaster', 'police']",police
"@ConHome @MattHancock Just stop this. Release new death stats âfromâ COVID-19 to correct the âmisleadingâ #PHE figures. Barely any hospital admissions/deaths. NHS has spare capacity. No evidence to support mask wearing.  This virus is of no danger to vast majority of people
#EndLockdown",face masks,AGAINST,death penalty,"['death statistics', 'healthcare', 'mask wearing', 'hospitals', 'health insurance', 'medical records', 'medical data']",death statistics
"@simondolan @SaltySeaDog7 By not wearing a mask you are giving the children of the COVID generation a chance to go to school, play sports, and have real childhoods",face masks,AGAINST,cloning,"['coVID', 'covens', 'cov', 'co-creation', 'cooperative work', 'coj', 'coop', 'coppa', 'copp', 'cooppa', 'cocoppa', 'dpa', 'coocoppa']",co-creation
@Ilhan No. Masks off!,face masks,AGAINST,face masks,"['masks off', 'masks', 'design']",masks
"@LewisHamilton Then use your position to fight for the right of all human beings to live their lives freely, to go where they want, to breathe the air and not wear a mask. Next race do us all a favour and dump the mask. Make a stand for humanity. ",face masks,AGAINST,nuclear energy,"['human-machine interaction', 'race and equality', 'race issues']",human-machine interaction
"@LeeChatfield @dananessel @realDonaldTrump As a Trump supporter, this doesnât make me feel any better about @GovWhitmer âs unconstitutional mask mandate. And, while I agree with what your mask says on it, I disagree wholeheartedly with wearing one. Period. 

#StandUpMichigan
",face masks,AGAINST,face masks,"['mask mandate', 'standup', 'stand-up', 'masking', 'mask law', 'mask design', 'mask protection', 'mask-based design']",masking
"Hell no to your mask mandate 
",face masks,AGAINST,school uniforms,['mandatory'],mandatory
@d_mos77 @AldiUK It won't be easy but it's possible! It's hard when the local shop insist on masks and debit cards too!.... They're anti business!  555,face masks,AGAINST,face masks,"['masking', 'card', 'shopping', 'shilling', 'barcodes', 'shifting', 'payment']",masking
"So we are preparing for the annual normal flu season by encouraging people to immunise

we are preparing for a possible 2nd wave of #covid19 with its 99.98% recovery rate

by threatening Lockdowns ,Quarantines, school closures ,face masks etc

you couldnt make it up:thinking_face:",face masks,AGAINST,face masks,"['flu', 'vaccine', 'face masks', 'face-masking', 'health', 'crowdsourcing', 'crisis informatics']",face masks
"So. @Jack doesn't want the truth told about hydroxycloriquine not only curing but preventing the Chinese virus, or that masks do NOT work. I will do my part, I can assure you.",face masks,AGAINST,face masks,"['hydroxycloriquine', 'mask', 'honeycomb', 'hiral therapy', 'hvac']",mask
@Plumb1James Fear mongering moron....#COVID19 upticks are from #BLMprotests and cases mean NOTHING! STAY INSIDE...REST OF AMERICA OPEN UP! #KAG2020,face masks,AGAINST,nuclear energy,"['bureaucracy', 'civil rights', 'civil unrest', 'civil justice', 'civil disobedience', 'cyberwarfare', 'cyberspace', 'cybernstorm', 'cybertemberspace']",bureaucracy
"Oh look China getting more new cases. You still think that mask is saving you or anyone else.  You're less protected because most of you are ignoring social distancing rules, constantly handling your mask.",face masks,AGAINST,face masks,"['mask', 'privacy', 'social media']",mask
"@sallyKP @RealMadDadMAGA I havenât worn a mask since June aside from at the pharmacy/doctors/Er.  I am immunocompromised w/heart &amp; lung problems so donât want strep, the flu or anything else.  I am just outside of Seattle under the Inslee Regime.  No one questions me because I act confident.",face masks,AGAINST,face masks,"['mask', 'w/heart amp', 'lung', 'immunocompromised', 'wsn', 'wlan', 'wimax', 'wcag', 'wcd', 'wmp', 'wep', 'wysiwyg', 'w']",mask
"@ClarkeMicah @Iwontcalmdown This needs to be mainstream thought... no masks!!!!
",face masks,AGAINST,face masks,"['masks', 'design', 'experimentation', 'theory']",masks
Can we PLEASE STOP making commercials with people wearing %#*â masks! This NOT NORMAL! It will NEVER BE NORMAL! Quit buying them as accessories! Just STOP IT! #SayNoToMasks #MasksOffAmerica #MasksDontWork,face masks,AGAINST,face masks,"['advertisement', 'mask', 'wearable', 'design', 'product']",mask
"Went to Sainsburys earlier I was avoided by a couple both in masks, I nearly bumped into them as they were hogging the isle entrance to start. Then I thought they were in the wrong isle... I saw them a third time and they turned around as soon as they saw me!",face masks,AGAINST,face masks,"['masked people', 'isle', 'islam', 'museum', 'mixed reality', 'mash-ups', 'mesh-ups']",masked people
"@LionelMedia Masks are useful as a sorting tool, the people wear them refuse to research and are of the newly lowered ""average"" IQ level or below.",face masks,AGAINST,face masks,"['masks', 'sorting', 'research', 'wearable computing', 'research through design', 'research methods']",masks
@ClarkeMicah @Charlotte3003G Peter is a voice of reason and sensibility. #FakePandemic,face masks,AGAINST,Joe Biden,"['poster', 'posterior', 'puppet', 'pomdp', 'peter', 'piper', 'pim', 'pam', 'pepisodic', 'pig', 'pipeline', 'pigeon', 'pogdp', 'cog']",cog
@3AW693 I'm disgusted with the mask wearing rubbish. I have never seen so many people continuously touch their face trying to adjust their masks transferring germs from their face to their hands to everywhere else. What a crock of rubbish mask wearing is @2GB873,face masks,AGAINST,face masks,"['mask', 'rubbish', 'face', 'gibbs']",face
@PunishDem1776 HELL NO TO YOUR MASKS AND YOUR BULLSHIT AGENDA!!!!,face masks,AGAINST,death penalty,"['dem', 'honeymoon', 'harrymoon', 'bullymoon', 'davenport', 'dvb', 'douglas-pucker', 'dewey-pitch', 'divergence', 'dynamic programming', 'dynamically varying']",davenport
Day 3. Not yet worn a mask! This will end soon,face masks,AGAINST,face masks,['masking'],masking
"@Badan_KR @evmanuk Sweden. No masks, all fine. Its a flu. #morons",face masks,AGAINST,gun control,"['flu', 'health', 'flu management', 'flu response', 'flu prevention', 'flu control', 'flu monitoring', 'flu surveillance', 'flu detection', 'flu screening', 'flu testing', 'flu simulation', 'flu diagnosis', 'flu treatment', 'flu patient']",flu control
"@BetoORourke More tests =&gt; more cases

We need to do less tests, and reopen the schools. #NoMask",face masks,AGAINST,school closures,"['test', 'open schools', 'teaching', 'teacher training', 'teachers', 'teams', 'teens', 'tei', 'tee', 'tej', 'te.', 'te-learning', 'te..']",open schools
Small local grocery store did not have sign requiring mask per state mandate and was pretty busy. Only about half of customers wearing masks. The dairy section looked almost empty. Love it and they will continue to get my business.,face masks,AGAINST,face masks,"['mask', 'sign', 'mask requirement', 'sign requirement', 'grocery shop', 'mask demand', 'mask price', 'mask cost', 'masked shop', 'sign price', 'sign quality']",mask
"Just back from the High St. Refused to wear a mask. Turned away from shops, as were many others. People walking around like dehumanised zombies.

Just as the High St was getting back, this nonsensical mandatory mask policy will finish it off.

#NoMasks",face masks,AGAINST,face masks,['mask policy'],mask policy
"@lydbloo @Lordgreyofponty It's had the opposite effect though. Visited 3 towns at the weekend, mask free, and saw few shoppers out and even fewer inside the shops. Ghost town in most apart from the cafes. They seemed to be doing better.",face masks,AGAINST,face masks,"['mask free', 'ghost town', 'shopping', 'shading', 'shilling', 'shoe', 'shothing', 'shutsuts', 'shaders', 'shavers', 'shoppers', 'shackers', 'shakers', 'shores']",mask free
"@petemorristwit I went into my local city centre today, only went Into one small shop, I wasn't wearing a mask neither was the assistant. Looking in other shops as I was walking past only about 30% of the staff were wearing masks but all the customers were.",face masks,AGAINST,face masks,['masking'],masking
@ChoagChrs @SenateGOP @HouseGOP @replouiegohmert @realDonaldTrump Then you should put on 2 masks to double your protection because most of are not going to be forced to wear one because you're scared!,face masks,AGAINST,face masks,"['mask', 'security', 'privacy']",mask
Not all mask work. But any mask will do. No logic. #CONformity,face masks,AGAINST,face masks,['masking'],masking
@simondolan Iâd love to go for a look round the shops and actually need clothes but I wonât go. The thought of that face mask and orders about sanitizer &amp; what direction to walk in puts me right off. Also not allowed to try anything on :woman_shrugging_selector: #KBF,face masks,AGAINST,face masks,"['shopping', 'face mask', 'sanitizer amp', 'shrugging', 'selector', 'women']",face mask
